id,name,gender,year,place,url,image
,Chelsea Chen CHEN,U,2030,China,,https://i0.wp.com/chelseachenchen.files.wordpress.com/2018/04/tate-logo1.png?ssl=1&w=450
7639,Atlas Group,,1999,,http://www.tate.org.uk/art/artists/atlas-group-7639,http://www.tate.org.uk/art/images/work/T/T11/T11912_7.jpg
18267,"Paul, Pallavi",,1986,,http://www.tate.org.uk/art/artists/pallavi-paul-18267,https://i0.wp.com/chelseachenchen.files.wordpress.com/2018/04/tate-logo1.png?ssl=1&w=450
18244,"Hamdan, Lawrence Abu",,1985,,http://www.tate.org.uk/art/artists/lawrence-abu-hamdan-18244,https://i0.wp.com/chelseachenchen.files.wordpress.com/2018/04/tate-logo1.png?ssl=1&w=450
15587,"Andrade, Jonathas de",Male,1982,"Maceió, Brasil",http://www.tate.org.uk/art/artists/jonathas-de-andrade-15587,https://i0.wp.com/chelseachenchen.files.wordpress.com/2018/04/tate-logo1.png?ssl=1&w=450
15601,"Atkins, Ed",Male,1982,United Kingdom,http://www.tate.org.uk/art/artists/ed-atkins-15601,https://i0.wp.com/chelseachenchen.files.wordpress.com/2018/04/tate-logo1.png?ssl=1&w=450
11893,"Vonna-Michell, Tris",Male,1982,"Rochford,  United Kingdom",http://www.tate.org.uk/art/artists/tris-vonna-michell-11893,https://i0.wp.com/chelseachenchen.files.wordpress.com/2018/04/tate-logo1.png?ssl=1&w=450
14729,"Madani, Tala",Female,1981,Îran,http://www.tate.org.uk/art/artists/tala-madani-14729,https://i0.wp.com/chelseachenchen.files.wordpress.com/2018/04/tate-logo1.png?ssl=1&w=450
12939,"Ewan, Ruth",Female,1980,"Aberdeen,  United Kingdom",http://www.tate.org.uk/art/artists/ruth-ewan-12939,http://www.tate.org.uk/art/images/work/P/P79/P79790_7.jpg
13099,"Ziolkowski, Jakub Julian",,1980,,http://www.tate.org.uk/art/artists/jakub-julian-ziolkowski-13099,http://www.tate.org.uk/art/images/work/T/T12/T12915_7.jpg
13676,"Eskandarfar, Samira",Female,1980,"Tehran, Îran",http://www.tate.org.uk/art/artists/samira-eskandarfar-13676,https://i0.wp.com/chelseachenchen.files.wordpress.com/2018/04/tate-logo1.png?ssl=1&w=450
7121,"Relph, Nick",Male,1979,"London,  United Kingdom",http://www.tate.org.uk/art/artists/nick-relph-7121,http://www.tate.org.uk/art/images/work/T/T11/T11814_7.jpg
13751,"Unwin, Phoebe",Female,1979,"Cambridge,  United Kingdom",http://www.tate.org.uk/art/artists/phoebe-unwin-13751,http://www.tate.org.uk/art/images/work/T/T13/T13224_7.jpg
13677,"Ansarinia, Nazgol",Female,1979,"Tehran, Îran",http://www.tate.org.uk/art/artists/nazgol-ansarinia-13677,https://i0.wp.com/chelseachenchen.files.wordpress.com/2018/04/tate-logo1.png?ssl=1&w=450
12556,"Cidade, Marcelo",Male,1979,,http://www.tate.org.uk/art/artists/marcelo-cidade-12556,https://i0.wp.com/chelseachenchen.files.wordpress.com/2018/04/tate-logo1.png?ssl=1&w=450
12913,"Green, Jesse",Male,1979,"Boston, United States",http://www.tate.org.uk/art/artists/jesse-aron-green-12913,https://i0.wp.com/chelseachenchen.files.wordpress.com/2018/04/tate-logo1.png?ssl=1&w=450
14992,"Gusmão, João Maria",Male,1979,"Lisboa, Portugal",http://www.tate.org.uk/art/artists/joao-maria-gusmao-14992,https://i0.wp.com/chelseachenchen.files.wordpress.com/2018/04/tate-logo1.png?ssl=1&w=450
10272,"Cao, Fei",Female,1978,"Guangzhou, Zhonghua",http://www.tate.org.uk/art/artists/cao-fei-10272,http://www.tate.org.uk/art/images/work/T/T12/T12754_7.jpg
15101,"Komatsu, André",Male,1978,"São Paulo, Brasil",http://www.tate.org.uk/art/artists/andre-komatsu-15101,http://www.tate.org.uk/art/images/work/T/T13/T13583_7.jpg
4789,"Hamilton, Anthea",Female,1978,"London, United Kingdom",http://www.tate.org.uk/art/artists/anthea-hamilton-4789,http://www.tate.org.uk/art/images/work/T/T14/T14114_7.jpg
12604,"Arcangel, Cory",Male,1978,"Buffalo, United States",http://www.tate.org.uk/art/artists/cory-arcangel-12604,https://i0.wp.com/chelseachenchen.files.wordpress.com/2018/04/tate-logo1.png?ssl=1&w=450
9061,"Fowler, Luke",Male,1978,"Glasgow,  United Kingdom",http://www.tate.org.uk/art/artists/luke-fowler-9061,https://i0.wp.com/chelseachenchen.files.wordpress.com/2018/04/tate-logo1.png?ssl=1&w=450
15958,"Haerizadeh, Rokni",Male,1978,"Tehran, Îran",http://www.tate.org.uk/art/artists/rokni-haerizadeh-15958,https://i0.wp.com/chelseachenchen.files.wordpress.com/2018/04/tate-logo1.png?ssl=1&w=450
10838,"Koh, Terence",Male,1977,"Beijing, Zhonghua",http://www.tate.org.uk/art/artists/terence-koh-10838,http://www.tate.org.uk/art/images/work/L/L02/L02762_7.jpg
5493,Payne and Relph,Male,1977,,http://www.tate.org.uk/art/artists/oliver-payne-and-nick-relph-5493,http://www.tate.org.uk/art/images/work/P/P79/P79789_7.jpg
7120,"Payne, Oliver",Male,1977,"London, United Kingdom",http://www.tate.org.uk/art/artists/oliver-payne-7120,http://www.tate.org.uk/art/images/work/T/T11/T11814_7.jpg
11761,"Bronstein, Pablo",Male,1977,"Buenos Aires, Argentina",http://www.tate.org.uk/art/artists/pablo-bronstein-11761,http://www.tate.org.uk/art/images/work/T/T12/T12782_7.jpg
11459,"Salmeron, Ernesto",Male,1977,"Managua, Nicaragua",http://www.tate.org.uk/art/artists/ernesto-salmeron-11459,http://www.tate.org.uk/art/images/work/T/T12/T12991_7.jpg
13391,"Skaer, Lucy",Female,1977,"Cambridge, United Kingdom",http://www.tate.org.uk/art/artists/lucy-skaer-13391,http://www.tate.org.uk/art/images/work/T/T12/T12993_7.jpg
11556,"Channer, Alice",Female,1977,"Oxford, United Kingdom",http://www.tate.org.uk/art/artists/alice-channer-11556,http://www.tate.org.uk/art/images/work/T/T13/T13040_7.jpg
13678,"Bakhshi Moakhar, Mahmoud",Male,1977,"Tehran, Îran",http://www.tate.org.uk/art/artists/mahmoud-bakhshi-moakhar-13678,http://www.tate.org.uk/art/images/work/T/T13/T13191_7.jpg
16784,"Yiadom-Boakye, Lynette",Female,1977,"London, United Kingdom",http://www.tate.org.uk/art/artists/lynette-yiadom-boakye-16784,http://www.tate.org.uk/art/images/work/T/T13/T13655_7.jpg
8631,"McKenzie, Lucy",Female,1977,"Glasgow, United Kingdom",http://www.tate.org.uk/art/artists/lucy-mckenzie-8631,http://www.tate.org.uk/art/images/work/T/T14/T14670_7.jpg
14581,"Cytter, Keren",Female,1977,Yisra'el,http://www.tate.org.uk/art/artists/keren-cytter-14581,https://i0.wp.com/chelseachenchen.files.wordpress.com/2018/04/tate-logo1.png?ssl=1&w=450
13685,"Huner, Emre",Male,1977,"Istanbul, Türkiye",http://www.tate.org.uk/art/artists/emre-huner-13685,https://i0.wp.com/chelseachenchen.files.wordpress.com/2018/04/tate-logo1.png?ssl=1&w=450
14993,"Paiva, Pedro",Male,1977,"Lisboa, Portugal",http://www.tate.org.uk/art/artists/pedro-paiva-14993,https://i0.wp.com/chelseachenchen.files.wordpress.com/2018/04/tate-logo1.png?ssl=1&w=450
13759,"Pak, Sheung Chuen",Male,1977,"Fujian, Zhonghua",http://www.tate.org.uk/art/artists/pak-sheung-chuen-13759,https://i0.wp.com/chelseachenchen.files.wordpress.com/2018/04/tate-logo1.png?ssl=1&w=450
12600,"Plender, Olivia",,1977,,http://www.tate.org.uk/art/artists/olivia-plender-12600,https://i0.wp.com/chelseachenchen.files.wordpress.com/2018/04/tate-logo1.png?ssl=1&w=450
16385,"Raven, Lucy",Female,1977,,http://www.tate.org.uk/art/artists/lucy-raven-16385,https://i0.wp.com/chelseachenchen.files.wordpress.com/2018/04/tate-logo1.png?ssl=1&w=450
12478,Swoon,Female,1977,"New London, United States",http://www.tate.org.uk/art/artists/swoon-12478,https://i0.wp.com/chelseachenchen.files.wordpress.com/2018/04/tate-logo1.png?ssl=1&w=450
13286,"Wardill, Emily",Female,1977,"Great Britain, United Kingdom",http://www.tate.org.uk/art/artists/emily-wardill-13286,https://i0.wp.com/chelseachenchen.files.wordpress.com/2018/04/tate-logo1.png?ssl=1&w=450
10256,"Xu, Zhen",Male,1977,"Shanghai, Zhonghua",http://www.tate.org.uk/art/artists/xu-zhen-10256,https://i0.wp.com/chelseachenchen.files.wordpress.com/2018/04/tate-logo1.png?ssl=1&w=450
9102,"Gander, Ryan",Male,1976,"Chester, United Kingdom",http://www.tate.org.uk/art/artists/ryan-gander-9102,http://www.tate.org.uk/art/images/work/T/T12/T12413_7.jpg
8300,"Sehgal, Tino",Male,1976,"London, United Kingdom",http://www.tate.org.uk/art/artists/tino-sehgal-8300,https://i0.wp.com/chelseachenchen.files.wordpress.com/2018/04/tate-logo1.png?ssl=1&w=450
7285,"Upritchard, Francis",Female,1976,"New Plymouth, New Zealand",http://www.tate.org.uk/art/artists/francis-upritchard-7285,https://i0.wp.com/chelseachenchen.files.wordpress.com/2018/04/tate-logo1.png?ssl=1&w=450
11947,"Vale, João Pedro",Male,1976,"Lisboa, Portugal",http://www.tate.org.uk/art/artists/joao-pedro-vale-11947,https://i0.wp.com/chelseachenchen.files.wordpress.com/2018/04/tate-logo1.png?ssl=1&w=450
8894,"Lee, Tim",Male,1975,,http://www.tate.org.uk/art/artists/tim-lee-8894,http://www.tate.org.uk/art/images/work/L/L02/L02686_7.jpg
11458,"Simon, Taryn",Female,1975,"New York, United States",http://www.tate.org.uk/art/artists/taryn-simon-11458,http://www.tate.org.uk/art/images/work/P/P79/P79738_7.jpg
2736,"Curtis, Layla",Female,1975,United Kingdom,http://www.tate.org.uk/art/artists/layla-curtis-2736,http://www.tate.org.uk/art/images/work/T/T07/T07596_7.jpg
6218,"Diaz Morales, Sebastian",Male,1975,"Comodoro Rivadavia, Argentina",http://www.tate.org.uk/art/artists/sebastian-diaz-morales-6218,http://www.tate.org.uk/art/images/work/T/T11/T11803_7.jpg
7634,"Myles, Scott",Male,1975,"Dundee, United Kingdom",http://www.tate.org.uk/art/artists/scott-myles-7634,http://www.tate.org.uk/art/images/work/T/T11/T11902_7.jpg
8961,"Andrade Tudela, Armando",Male,1975,"Lima, Perú",http://www.tate.org.uk/art/artists/armando-andrade-tudela-8961,http://www.tate.org.uk/art/images/work/T/T12/T12136_7.jpg
7255,"Hiorns, Roger",Male,1975,"Birmingham, United Kingdom",http://www.tate.org.uk/art/artists/roger-hiorns-7255,http://www.tate.org.uk/art/images/work/T/T12/T12456_7.jpg
11554,"Moran, Katy",Female,1975,"Manchester, United Kingdom",http://www.tate.org.uk/art/artists/katy-moran-11554,http://www.tate.org.uk/art/images/work/T/T13/T13036_7.jpg
12497,"Hlobo, Nicholas",Male,1975,"Cape Town, South Africa",http://www.tate.org.uk/art/artists/nicholas-hlobo-12497,http://www.tate.org.uk/art/images/work/T/T13/T13242_7.jpg
14743,"Baalbaki, Ayman",Male,1975,"Marj ‘Uyun, Al-Lubnan",http://www.tate.org.uk/art/artists/ayman-baalbaki-14743,https://i0.wp.com/chelseachenchen.files.wordpress.com/2018/04/tate-logo1.png?ssl=1&w=450
11699,"Cuevas, Minerva",Female,1975,,http://www.tate.org.uk/art/artists/minerva-cuevas-11699,https://i0.wp.com/chelseachenchen.files.wordpress.com/2018/04/tate-logo1.png?ssl=1&w=450
10370,"Garcia Torres, Mario",Male,1975,"Monclova, México",http://www.tate.org.uk/art/artists/mario-garcia-torres-10370,https://i0.wp.com/chelseachenchen.files.wordpress.com/2018/04/tate-logo1.png?ssl=1&w=450
9590,"Kelm, Annette",Female,1975,"Stuttgart, Deutschland",http://www.tate.org.uk/art/artists/annette-kelm-9590,https://i0.wp.com/chelseachenchen.files.wordpress.com/2018/04/tate-logo1.png?ssl=1&w=450
13715,"Moore, Gareth",Male,1975,"Matsqui, Canada",http://www.tate.org.uk/art/artists/gareth-moore-13715,https://i0.wp.com/chelseachenchen.files.wordpress.com/2018/04/tate-logo1.png?ssl=1&w=450
13424,"Rashed, Hani",Male,1975,"Al-Qahirah, Misr",http://www.tate.org.uk/art/artists/hani-rashed-13424,https://i0.wp.com/chelseachenchen.files.wordpress.com/2018/04/tate-logo1.png?ssl=1&w=450
3178,"Holdsworth, Dan",Male,1974,"Welwyn Garden City, United Kingdom",http://www.tate.org.uk/art/artists/dan-holdsworth-3178,http://www.tate.org.uk/art/images/work/P/P78/P78536_7.jpg
8143,"Donnelly, Trisha",Female,1974,"San Francisco, United States",http://www.tate.org.uk/art/artists/trisha-donnelly-8143,http://www.tate.org.uk/art/images/work/P/P79/P79237_7.jpg
11955,"Mellors, Nathaniel",Male,1974,"Doncaster, United Kingdom",http://www.tate.org.uk/art/artists/nathaniel-mellors-11955,http://www.tate.org.uk/art/images/work/P/P79/P79365_7.jpg
6630,"Atay, Fikret",Male,1974,"Batman, Türkiye",http://www.tate.org.uk/art/artists/fikret-atay-6630,http://www.tate.org.uk/art/images/work/T/T11/T11808_7.jpg
6602,"Sala, Anri",Male,1974,"Tiranë, Shqipëria",http://www.tate.org.uk/art/artists/anri-sala-6602,http://www.tate.org.uk/art/images/work/T/T11/T11813_7.jpg
7637,"Just, Jesper",Male,1974,"København, Danmark",http://www.tate.org.uk/art/artists/jesper-just-7637,http://www.tate.org.uk/art/images/work/T/T12/T12164_7.jpg
9784,"Shaw, Raqib",Male,1974,"Calcutta, Bharat",http://www.tate.org.uk/art/artists/raqib-shaw-9784,http://www.tate.org.uk/art/images/work/T/T12/T12373_7.jpg
9570,"Brandenburg, Ulla von",Female,1974,"Karlsruhe, Deutschland",http://www.tate.org.uk/art/artists/ulla-von-brandenburg-9570,http://www.tate.org.uk/art/images/work/T/T12/T12463_7.jpg
6860,"Dzama, Marcel",Male,1974,"Winnipeg, Canada",http://www.tate.org.uk/art/artists/marcel-dzama-6860,http://www.tate.org.uk/art/images/work/T/T12/T12585_7.jpg
6259,"Allora, Jennifer",Female,1974,"Philadelphia, United States",http://www.tate.org.uk/art/artists/jennifer-allora-6259,http://www.tate.org.uk/art/images/work/T/T12/T12962_7.jpg
11358,"Martinat Mendoza, Jose Carlos",Male,1974,Perú,http://www.tate.org.uk/art/artists/jose-carlos-martinat-mendoza-11358,http://www.tate.org.uk/art/images/work/T/T13/T13251_7.jpg
15525,"Holyhead, Robert",Male,1974,"Trowbridge, United Kingdom",http://www.tate.org.uk/art/artists/robert-holyhead-15525,http://www.tate.org.uk/art/images/work/T/T13/T13410_7.jpg
12686,"Barham, Anna",Female,1974,"Sutton Coldfield, United Kingdom",http://www.tate.org.uk/art/artists/anna-barham-12686,https://i0.wp.com/chelseachenchen.files.wordpress.com/2018/04/tate-logo1.png?ssl=1&w=450
10751,"Elkoussy, Hala",Female,1974,"Al-Qahirah, Misr",http://www.tate.org.uk/art/artists/hala-elkoussy-10751,https://i0.wp.com/chelseachenchen.files.wordpress.com/2018/04/tate-logo1.png?ssl=1&w=450
7275,"Hein, Jeppe",Male,1974,"København, Danmark",http://www.tate.org.uk/art/artists/jeppe-hein-7275,https://i0.wp.com/chelseachenchen.files.wordpress.com/2018/04/tate-logo1.png?ssl=1&w=450
9857,"Shahbazi, Shirana",Female,1974,Îran,http://www.tate.org.uk/art/artists/shirana-shahbazi-9857,https://i0.wp.com/chelseachenchen.files.wordpress.com/2018/04/tate-logo1.png?ssl=1&w=450
10651,"Wedemeyer, Clemens von",Male,1974,"Göttingen, Deutschland",http://www.tate.org.uk/art/artists/clemens-von-wedemeyer-10651,https://i0.wp.com/chelseachenchen.files.wordpress.com/2018/04/tate-logo1.png?ssl=1&w=450
11779,"Pillsbury, Matthew",Male,1973,France,http://www.tate.org.uk/art/artists/matthew-pillsbury-11779,http://www.tate.org.uk/art/images/work/P/P20/P20338_7.jpg
6110,"Titchner, Mark",Male,1973,"Luton, United Kingdom",http://www.tate.org.uk/art/artists/mark-titchner-6110,http://www.tate.org.uk/art/images/work/P/P79/P79774_7.jpg
4736,"Webb, Gary",Male,1973,"Dorset, United Kingdom",http://www.tate.org.uk/art/artists/gary-webb-4736,http://www.tate.org.uk/art/images/work/T/T07/T07947_7.jpg
10692,"Forsyth, Iain",Male,1973,"Manchester, United Kingdom",http://www.tate.org.uk/art/artists/iain-forsyth-10692,http://www.tate.org.uk/art/images/work/T/T12/T12455_7.jpg
6591,"Martin, Daria",Female,1973,,http://www.tate.org.uk/art/artists/daria-martin-6591,http://www.tate.org.uk/art/images/work/T/T12/T12743_7.jpg
6788,"Cooke, Nigel",Male,1973,"Manchester, United Kingdom",http://www.tate.org.uk/art/artists/nigel-cooke-6788,http://www.tate.org.uk/art/images/work/T/T12/T12820_7.jpg
11315,"Alimpiev, Victor",Male,1973,"Moskva, Rossiya",http://www.tate.org.uk/art/artists/victor-alimpiev-11315,http://www.tate.org.uk/art/images/work/T/T12/T12892_7.jpg
10804,"Jensen, Sergej",Male,1973,Danmark,http://www.tate.org.uk/art/artists/sergej-jensen-10804,http://www.tate.org.uk/art/images/work/T/T13/T13349_7.jpg
6241,"Musgrave, David",Male,1973,"London, United Kingdom",http://www.tate.org.uk/art/artists/david-musgrave-6241,http://www.tate.org.uk/art/images/work/T/T13/T13657_7.jpg
10764,"Avery, Charles",Male,1973,"Oban, United Kingdom",http://www.tate.org.uk/art/artists/charles-avery-10764,https://i0.wp.com/chelseachenchen.files.wordpress.com/2018/04/tate-logo1.png?ssl=1&w=450
11822,"Belhaj-Kacem, Mehdi",Male,1973,"Paris, France",http://www.tate.org.uk/art/artists/mehdi-belhaj-kacem-11822,https://i0.wp.com/chelseachenchen.files.wordpress.com/2018/04/tate-logo1.png?ssl=1&w=450
12108,"Chetwynd, Spartacus",Female,1973,"Great Britain, United Kingdom",http://www.tate.org.uk/art/artists/spartacus-chetwynd-12108,https://i0.wp.com/chelseachenchen.files.wordpress.com/2018/04/tate-logo1.png?ssl=1&w=450
6842,"Ferris, Dee",Female,1973,"Paulton, United Kingdom",http://www.tate.org.uk/art/artists/dee-ferris-6842,https://i0.wp.com/chelseachenchen.files.wordpress.com/2018/04/tate-logo1.png?ssl=1&w=450
2737,"Gibbs, Ewan",Male,1973,"London, United Kingdom",http://www.tate.org.uk/art/artists/ewan-gibbs-2737,https://i0.wp.com/chelseachenchen.files.wordpress.com/2018/04/tate-logo1.png?ssl=1&w=450
13714,"Maljkovic, David",Male,1973,"Rijeka, Hrvatska",http://www.tate.org.uk/art/artists/david-maljkovic-13714,https://i0.wp.com/chelseachenchen.files.wordpress.com/2018/04/tate-logo1.png?ssl=1&w=450
7347,"Nashashibi, Rosalind",Female,1973,"Croydon, United Kingdom",http://www.tate.org.uk/art/artists/rosalind-nashashibi-7347,https://i0.wp.com/chelseachenchen.files.wordpress.com/2018/04/tate-logo1.png?ssl=1&w=450
6237,"Rossell, Daniela",Female,1973,México,http://www.tate.org.uk/art/artists/daniela-rossell-6237,https://i0.wp.com/chelseachenchen.files.wordpress.com/2018/04/tate-logo1.png?ssl=1&w=450
14843,"Sarkissian, Hrair",Male,1973,"Dimashq, Suriyah",http://www.tate.org.uk/art/artists/hrair-sarkissian-14843,https://i0.wp.com/chelseachenchen.files.wordpress.com/2018/04/tate-logo1.png?ssl=1&w=450
7734,"Schinwald, Markus",Male,1973,"Salzburg, Österreich",http://www.tate.org.uk/art/artists/markus-schinwald-7734,https://i0.wp.com/chelseachenchen.files.wordpress.com/2018/04/tate-logo1.png?ssl=1&w=450
14306,"Zaccagnini, Carla",Female,1973,"Buenos Aires, Argentina",http://www.tate.org.uk/art/artists/carla-zaccagnini-14306,https://i0.wp.com/chelseachenchen.files.wordpress.com/2018/04/tate-logo1.png?ssl=1&w=450
8784,"Monahan, Matthew",Male,1972,"Eureka, United States",http://www.tate.org.uk/art/artists/matthew-monahan-8784,http://www.tate.org.uk/art/images/work/T/T12/T12209_7.jpg
10126,"Ziegler, Toby",Male,1972,"London, United Kingdom",http://www.tate.org.uk/art/artists/toby-ziegler-10126,http://www.tate.org.uk/art/images/work/T/T12/T12308_7.jpg
10168,"Barriball, Anna",Female,1972,"Plymouth, United Kingdom",http://www.tate.org.uk/art/artists/anna-barriball-10168,http://www.tate.org.uk/art/images/work/T/T12/T12370_7.jpg
10693,"Pollard, Jane",Female,1972,"Newcastle upon Tyne, United Kingdom",http://www.tate.org.uk/art/artists/jane-pollard-10693,http://www.tate.org.uk/art/images/work/T/T12/T12455_7.jpg
13098,"Sosnowska, Monika",,1972,,http://www.tate.org.uk/art/artists/monika-sosnowska-13098,http://www.tate.org.uk/art/images/work/T/T12/T12915_7.jpg
11460,"Gamarra, Sandra",Female,1972,"Lima, Perú",http://www.tate.org.uk/art/artists/sandra-gamarra-11460,http://www.tate.org.uk/art/images/work/T/T12/T12959_7.jpg
12393,"Campbell, Duncan",Male,1972,Éire,http://www.tate.org.uk/art/artists/duncan-campbell-12393,http://www.tate.org.uk/art/images/work/T/T12/T12966_7.jpg
13897,"Joreige, Lamia",Female,1972,"Bayrut, Al-Lubnan",http://www.tate.org.uk/art/artists/lamia-joreige-13897,http://www.tate.org.uk/art/images/work/T/T13/T13247_7.jpg
10200,"Fast, Omer",Male,1972,"Yerushalayim, Yisra'el",http://www.tate.org.uk/art/artists/omer-fast-10200,http://www.tate.org.uk/art/images/work/T/T13/T13707_7.jpg
17408,"Thuring, Caragh",Female,1972,"Bruxelles, België",http://www.tate.org.uk/art/artists/caragh-thuring-17408,http://www.tate.org.uk/art/images/work/T/T13/T13786_7.jpg
7553,"Sasnal, Wilhelm",Male,1972,"Tarnów, Polska",http://www.tate.org.uk/art/artists/wilhelm-sasnal-7553,http://www.tate.org.uk/art/images/work/T/T14/T14242_7.jpg
14439,"Ruby, Sterling",Male,1972,"Bitburg, Deutschland",http://www.tate.org.uk/art/artists/sterling-ruby-14439,http://www.tate.org.uk/art/images/work/T/T14/T14674_7.jpg
11563,"Black, Karla",Female,1972,"Alexandria, United Kingdom",http://www.tate.org.uk/art/artists/karla-black-11563,https://i0.wp.com/chelseachenchen.files.wordpress.com/2018/04/tate-logo1.png?ssl=1&w=450
2645,"Dickenson, Mark",Male,1972,,http://www.tate.org.uk/art/artists/mark-dickenson-2645,https://i0.wp.com/chelseachenchen.files.wordpress.com/2018/04/tate-logo1.png?ssl=1&w=450
7084,"Meadows, Jason",Male,1972,"Indianapolis, United States",http://www.tate.org.uk/art/artists/jason-meadows-7084,https://i0.wp.com/chelseachenchen.files.wordpress.com/2018/04/tate-logo1.png?ssl=1&w=450
7677,"Mutu, Wangechi",Female,1972,"Nairobi, Kenya",http://www.tate.org.uk/art/artists/wangechi-mutu-7677,https://i0.wp.com/chelseachenchen.files.wordpress.com/2018/04/tate-logo1.png?ssl=1&w=450
16108,"Chanarin, Oliver",Male,1971,"London, United Kingdom",http://www.tate.org.uk/art/artists/oliver-chanarin-16108,http://www.tate.org.uk/art/images/work/P/P13/P13227_7.jpg
2657,"Almond, Darren",Male,1971,"Wigan, United Kingdom",http://www.tate.org.uk/art/artists/darren-almond-2657,http://www.tate.org.uk/art/images/work/P/P78/P78078_7.jpg
2683,"Starkey, Hannah",Female,1971,"Belfast, United Kingdom",http://www.tate.org.uk/art/artists/hannah-starkey-2683,http://www.tate.org.uk/art/images/work/P/P78/P78332_7.jpg
3101,"Nicolson, Seamus",Male,1971,,http://www.tate.org.uk/art/artists/seamus-nicolson-3101,http://www.tate.org.uk/art/images/work/P/P78/P78532_7.jpg
4734,"Rothschild, Eva",Female,1971,"Dublin, Éire",http://www.tate.org.uk/art/artists/eva-rothschild-4734,http://www.tate.org.uk/art/images/work/T/T12/T12237_7.jpg
6589,"Kiaer, Ian",Male,1971,"London, United Kingdom",http://www.tate.org.uk/art/artists/ian-kiaer-6589,http://www.tate.org.uk/art/images/work/T/T12/T12874_7.jpg
10544,"Peri, Peter",Male,1971,"London, United Kingdom",http://www.tate.org.uk/art/artists/peter-peri-10544,http://www.tate.org.uk/art/images/work/T/T12/T12931_7.jpg
5248,"Carnegie, Gillian",Female,1971,"Suffolk, United Kingdom",http://www.tate.org.uk/art/artists/gillian-carnegie-5248,http://www.tate.org.uk/art/images/work/T/T12/T12935_7.jpg
6260,"Calzadilla, Guillermo",Male,1971,"La Habana, Cuba",http://www.tate.org.uk/art/artists/guillermo-calzadilla-6260,http://www.tate.org.uk/art/images/work/T/T12/T12962_7.jpg
10494,"Araujo, Juan",Male,1971,"Caracas, Venezuela",http://www.tate.org.uk/art/artists/juan-araujo-10494,http://www.tate.org.uk/art/images/work/T/T13/T13347_7.jpg
14997,"Tompkins, Hayley",Female,1971,"Leighton Buzzard, United Kingdom",http://www.tate.org.uk/art/artists/hayley-tompkins-14997,http://www.tate.org.uk/art/images/work/T/T13/T13536_7.jpg
14791,"Reid, Clunie",Female,1971,"Pembury, United Kingdom",http://www.tate.org.uk/art/artists/clunie-reid-14791,http://www.tate.org.uk/art/images/work/T/T13/T13568_7.jpg
12186,"Vlahos, Vangelis",Male,1971,"Athínai, Ellás",http://www.tate.org.uk/art/artists/vangelis-vlahos-12186,http://www.tate.org.uk/art/images/work/T/T13/T13646_7.jpg
14953,"Barrada, Yto",Female,1971,"Paris, France",http://www.tate.org.uk/art/artists/yto-barrada-14953,https://i0.wp.com/chelseachenchen.files.wordpress.com/2018/04/tate-logo1.png?ssl=1&w=450
18264,"Bendix Skyum Larsen, Nikolaj",,1971,,http://www.tate.org.uk/art/artists/nikolaj-bendix-skyum-larsen-18264,https://i0.wp.com/chelseachenchen.files.wordpress.com/2018/04/tate-logo1.png?ssl=1&w=450
10750,"Goodwin, Dryden",Male,1971,"Bournemouth, United Kingdom",http://www.tate.org.uk/art/artists/dryden-goodwin-10750,https://i0.wp.com/chelseachenchen.files.wordpress.com/2018/04/tate-logo1.png?ssl=1&w=450
14367,"Hulusi, Mustafa",Male,1971,"London, United Kingdom",http://www.tate.org.uk/art/artists/mustafa-hulusi-14367,https://i0.wp.com/chelseachenchen.files.wordpress.com/2018/04/tate-logo1.png?ssl=1&w=450
9596,Los Carpinteros,Male,1971,Cuba,http://www.tate.org.uk/art/artists/los-carpinteros-marco-antonio-castillo-valdes-dagoberto-rodriguez-sanchez-9596,https://i0.wp.com/chelseachenchen.files.wordpress.com/2018/04/tate-logo1.png?ssl=1&w=450
11777,"Pumhösl, Florian",Male,1971,"Wien, Österreich",http://www.tate.org.uk/art/artists/florian-pumhosl-11777,https://i0.wp.com/chelseachenchen.files.wordpress.com/2018/04/tate-logo1.png?ssl=1&w=450
18266,"Sen, Mithu",,1971,,http://www.tate.org.uk/art/artists/mithu-sen-18266,https://i0.wp.com/chelseachenchen.files.wordpress.com/2018/04/tate-logo1.png?ssl=1&w=450
13675,"Shawky, Wael",Male,1971,Misr,http://www.tate.org.uk/art/artists/wael-shawky-13675,https://i0.wp.com/chelseachenchen.files.wordpress.com/2018/04/tate-logo1.png?ssl=1&w=450
9909,"Vezzoli, Francesco",Male,1971,"Brescia, Italia",http://www.tate.org.uk/art/artists/francesco-vezzoli-9909,https://i0.wp.com/chelseachenchen.files.wordpress.com/2018/04/tate-logo1.png?ssl=1&w=450
11825,"Wagener, Imke",,1971,,http://www.tate.org.uk/art/artists/imke-wagener-11825,https://i0.wp.com/chelseachenchen.files.wordpress.com/2018/04/tate-logo1.png?ssl=1&w=450
7604,"Wermers, Nicole",Female,1971,"Emsdetten, Deutschland",http://www.tate.org.uk/art/artists/nicole-wermers-7604,https://i0.wp.com/chelseachenchen.files.wordpress.com/2018/04/tate-logo1.png?ssl=1&w=450
7370,"Yang, Fudong",Male,1971,"Beijing, Zhonghua",http://www.tate.org.uk/art/artists/yang-fudong-7370,https://i0.wp.com/chelseachenchen.files.wordpress.com/2018/04/tate-logo1.png?ssl=1&w=450
